,Brand,Date,Sales
1245,SUZUKI,2022-11-01,10656.0
1246,DAIHATSU,2022-11-01,6716.0
1247,MITSUBISHI MOTORS,2022-11-01,9120.0
1248,HONDA,2022-11-01,7956.0
1249,MITSUBISHI FUSO,2022-11-01,2184.0
1250,ISUZU,2022-11-01,2022.0
1251,HINO,2022-11-01,645.0
1252,WULING,2022-11-01,843.0
1253,B M  W,2022-11-01,72.0
1254,DFSK,2022-11-01,
1255,MERCEDES-BENZ PC,2022-11-01,46.0
1256,HYUNDAI HIM,2022-11-01,105.0
1257,UD TRUCK,2022-11-01,49.0
1258,MERCEDES-BENZ CV,2022-11-01,
1259,DATSUN,2022-11-01,
1260,MINI,2022-11-01,13.0
1261,NISSAN,2022-11-01,
1262,FAW,2022-11-01,
1263,BRAND,2022-11-01,
1264,TOYOTA,2022-12-01,32575.0
1265,SUZUKI,2022-12-01,9105.0
1266,DAIHATSU,2022-12-01,6479.0
1267,MITSUBISHI MOTORS,2022-12-01,7068.0
1268,HONDA,2022-12-01,7116.0
1269,MITSUBISHI FUSO,2022-12-01,1896.0
1270,ISUZU,2022-12-01,2014.0
1271,HINO,2022-12-01,1171.0
1272,WULING,2022-12-01,454.0
1273,B M  W,2022-12-01,170.0
1274,DFSK,2022-12-01,
1275,MERCEDES-BENZ PC,2022-12-01,26.0
1276,HYUNDAI HIM,2022-12-01,124.0
1277,UD TRUCK,2022-12-01,
1278,MERCEDES-BENZ CV,2022-12-01,
1279,DATSUN,2022-12-01,
1280,MINI,2022-12-01,1.0
1281,NISSAN,2022-12-01,
1282,FAW,2022-12-01,
1283,BRAND,2022-12-01,
1284,DAIHATSU,2023-01-01,6423.0
1285,TOYOTA,2023-01-01,6099.0
1286,MITSUBISHI MOTORS,2023-01-01,1811.0
1287,SUZUKI,2023-01-01,3919.0
1288,HONDA,2023-01-01,720.0
1289,HINO,2023-01-01,125.0
1290,DFSK,2023-01-01,9.0
1291,HYUNDAI - HIM,2023-01-01,240.0
1292,WULING,2023-01-01,285.0
1293,TOYOTA,2023-01-01,3170.0
1294,SUZUKI,2023-01-01,696.0
1295,ISUZU,2023-01-01,792.0
1296,DFSK,2023-01-01,24.0
1297,TOYOTA,2023-01-01,4564357.0
1298,HONDA,2023-01-01,381348.0
1299,HINO,2023-01-01,97108.0
1300,SUZUKI,2023-01-01,8543.0
1301,BRAND,2023-01-01,
1302,DAIHATSU,2023-02-01,11010.0
1303,TOYOTA,2023-02-01,7717.0
1304,MITSUBISHI MOTORS,2023-02-01,6814.0
1305,SUZUKI,2023-02-01,4440.0
1306,HONDA,2023-02-01,720.0
1307,HINO,2023-02-01,95.0
1308,DFSK,2023-02-01,109.0
1309,HYUNDAI - HIM,2023-02-01,60.0
1310,WULING,2023-02-01,141.0
1311,TOYOTA,2023-02-01,3580.0
1312,SUZUKI,2023-02-01,1308.0
1313,ISUZU,2023-02-01,312.0
1314,DFSK,2023-02-01,13.0
1315,TOYOTA,2023-02-01,5216856.0
1316,HONDA,2023-02-01,478281.0
1317,HINO,2023-02-01,54606.0
1318,SUZUKI,2023-02-01,8649.0
1319,BRAND,2023-02-01,
1320,DAIHATSU,2023-03-01,8026.0
1321,TOYOTA,2023-03-01,6472.0
1322,MITSUBISHI MOTORS,2023-03-01,8441.0
1323,SUZUKI,2023-03-01,4214.0
1324,HONDA,2023-03-01,390.0
1325,HINO,2023-03-01,173.0
1326,DFSK,2023-03-01,3.0
1327,HYUNDAI - HIM,2023-03-01,120.0
1328,WULING,2023-03-01,
1329,TOYOTA,2023-03-01,4980.0
1330,SUZUKI,2023-03-01,828.0
1331,ISUZU,2023-03-01,288.0
1332,DFSK,2023-03-01,1.0
1333,TOYOTA,2023-03-01,6203141.0
1334,HONDA,2023-03-01,304942.0
1335,HINO,2023-03-01,57400.0
1336,SUZUKI,2023-03-01,9179.0
1337,BRAND,2023-03-01,
1338,DAIHATSU,2023-04-01,4800.0
1339,TOYOTA,2023-04-01,2878.0
1340,MITSUBISHI MOTORS,2023-04-01,1595.0
1341,SUZUKI,2023-04-01,1438.0
1342,HONDA,2023-04-01,300.0
1343,HINO,2023-04-01,47.0
1344,DFSK,2023-04-01,
1345,HYUNDAI - HIM,2023-04-01,40.0
1346,WULING,2023-04-01,56.0
1347,TOYOTA,2023-04-01,2790.0
1348,SUZUKI,2023-04-01,180.0
1349,ISUZU,2023-04-01,
1350,DFSK,2023-04-01,
1351,TOYOTA,2023-04-01,2647680.0
1352,HONDA,2023-04-01,251688.0
1353,HINO,2023-04-01,66785.0
1354,SUZUKI,2023-04-01,4217.0
1355,BRAND,2023-04-01,
1356,DAIHATSU,2023-05-01,2469.0
1357,TOYOTA,2023-05-01,2595.0
1358,MITSUBISHI MOTORS,2023-05-01,889.0
1359,SUZUKI,2023-05-01,468.0
1360,HONDA,2023-05-01,270.0
1361,HINO,2023-05-01,
1362,DFSK,2023-05-01,19.0
1363,HYUNDAI - HIM,2023-05-01,40.0
1364,WULING,2023-05-01,
1365,TOYOTA,2023-05-01,730.0
1366,SUZUKI,2023-05-01,
1367,ISUZU,2023-05-01,312.0
1368,DFSK,2023-05-01,1.0
1369,TOYOTA,2023-05-01,1755574.0
1370,HONDA,2023-05-01,430581.0
1371,HINO,2023-05-01,40002.0
1372,SUZUKI,2023-05-01,5374.0
1373,BRAND,2023-05-01,
1374,DAIHATSU,2023-06-01,3994.0
1375,TOYOTA,2023-06-01,3281.0
1376,MITSUBISHI MOTORS,2023-06-01,95.0
1377,SUZUKI,2023-06-01,1156.0
1378,HONDA,2023-06-01,
1379,HINO,2023-06-01,165.0
1380,DFSK,2023-06-01,48.0
1381,HYUNDAI - HIM,2023-06-01,10.0
1382,WULING,2023-06-01,
1383,TOYOTA,2023-06-01,1660.0
1384,SUZUKI,2023-06-01,372.0
1385,ISUZU,2023-06-01,
1386,DFSK,2023-06-01,
1387,TOYOTA,2023-06-01,2468811.0
1388,HONDA,2023-06-01,37830.0
1389,HINO,2023-06-01,41909.0
1390,SUZUKI,2023-06-01,4156.0
1391,BRAND,2023-06-01,
1392,DAIHATSU,2023-07-01,5673.0
1393,TOYOTA,2023-07-01,3644.0
1394,MITSUBISHI MOTORS,2023-07-01,1083.0
1395,SUZUKI,2023-07-01,4322.0
1396,HONDA,2023-07-01,
1397,HINO,2023-07-01,50.0
1398,DFSK,2023-07-01,92.0
1399,HYUNDAI - HIM,2023-07-01,30.0
1400,WULING,2023-07-01,
1401,TOYOTA,2023-07-01,1430.0
1402,SUZUKI,2023-07-01,708.0
1403,ISUZU,2023-07-01,1.0
1404,DFSK,2023-07-01,
1405,TOYOTA,2023-07-01,2555211.0
1406,HONDA,2023-07-01,84285.0
1407,HINO,2023-07-01,12971.0
1408,SUZUKI,2023-07-01,3095.0
1409,BRAND,2023-07-01,
1410,DAIHATSU,2023-08-01,4496.0
1411,TOYOTA,2023-08-01,2325.0
1412,MITSUBISHI MOTORS,2023-08-01,1803.0
1413,SUZUKI,2023-08-01,4352.0
1414,HONDA,2023-08-01,870.0
1415,HINO,2023-08-01,50.0
1416,DFSK,2023-08-01,232.0
1417,HYUNDAI - HIM,2023-08-01,90.0
1418,WULING,2023-08-01,
1419,TOYOTA,2023-08-01,3820.0
1420,SUZUKI,2023-08-01,780.0
1421,ISUZU,2023-08-01,289.0
1422,DFSK,2023-08-01,
1423,TOYOTA,2023-08-01,5298544.0
1424,HONDA,2023-08-01,157479.0
1425,HINO,2023-08-01,41546.0
1426,SUZUKI,2023-08-01,1900.0
1427,BRAND,2023-08-01,
1428,DAIHATSU,2023-09-01,9317.0
1429,TOYOTA,2023-09-01,3247.0
1430,MITSUBISHI MOTORS,2023-09-01,3599.0
1431,SUZUKI,2023-09-01,3880.0
1432,HONDA,2023-09-01,840.0
1433,HINO,2023-09-01,40.0
1434,DFSK,2023-09-01,118.0
1435,HYUNDAI - HIM,2023-09-01,
1436,WULING,2023-09-01,
1437,TOYOTA,2023-09-01,5280.0
1438,SUZUKI,2023-09-01,780.0
1439,ISUZU,2023-09-01,360.0
1440,DFSK,2023-09-01,90.0
1441,TOYOTA,2023-09-01,6752772.0
1442,HONDA,2023-09-01,225009.0
1443,HINO,2023-09-01,82366.0
1444,SUZUKI,2023-09-01,8054.0
1445,BRAND,2023-09-01,
1446,DAIHATSU,2023-10-01,11532.0
1447,TOYOTA,2023-10-01,3873.0
1448,MITSUBISHI MOTORS,2023-10-01,6279.0
1449,SUZUKI,2023-10-01,3566.0
1450,HONDA,2023-10-01,420.0
1451,HINO,2023-10-01,
1452,DFSK,2023-10-01,49.0
1453,HYUNDAI - HIM,2023-10-01,
1454,WULING,2023-10-01,
1455,TOYOTA,2023-10-01,4900.0
1456,SUZUKI,2023-10-01,624.0
1457,ISUZU,2023-10-01,336.0
1458,DFSK,2023-10-01,
1459,TOYOTA,2023-10-01,6193306.0
1460,HONDA,2023-10-01,296042.0
1461,HINO,2023-10-01,105712.0
1462,SUZUKI,2023-10-01,10912.0
1463,BRAND,2023-10-01,
1464,DAIHATSU,2023-11-01,11172.0
1465,TOYOTA,2023-11-01,5715.0
1466,MITSUBISHI MOTORS,2023-11-01,4434.0
1467,SUZUKI,2023-11-01,3501.0
1468,HONDA,2023-11-01,600.0
1469,HINO,2023-11-01,55.0
1470,DFSK,2023-11-01,16.0
1471,HYUNDAI - HIM,2023-11-01,30.0
1472,WULING,2023-11-01,61.0
1473,TOYOTA,2023-11-01,3990.0
1474,SUZUKI,2023-11-01,456.0
1475,ISUZU,2023-11-01,336.0
1476,DFSK,2023-11-01,75.0
1477,TOYOTA,2023-11-01,6315696.0
1478,HONDA,2023-11-01,333640.0
1479,HINO,2023-11-01,53070.0
1480,SUZUKI,2023-11-01,9972.0
1481,BRAND,2023-11-01,
1482,DAIHATSU,2023-12-01,12560.0
1483,TOYOTA,2023-12-01,5882.0
1484,MITSUBISHI MOTORS,2023-12-01,3746.0
1485,SUZUKI,2023-12-01,2144.0
1486,HONDA,2023-12-01,840.0
1487,HINO,2023-12-01,65.0
1488,DFSK,2023-12-01,95.0
1489,HYUNDAI - HIM,2023-12-01,90.0
1490,WULING,2023-12-01,68.0
1491,TOYOTA,2023-12-01,4560.0
1492,SUZUKI,2023-12-01,1056.0
1493,ISUZU,2023-12-01,528.0
1494,DFSK,2023-12-01,100.0
1495,TOYOTA,2023-12-01,
1496,HONDA,2023-12-01,320562.0
1497,HINO,2023-12-01,80198.0
1498,SUZUKI,2023-12-01,22473.0
1499,BRAND,2023-12-01,
1500,TOYOTA,2024-01-01,48414.0
1501,DAIHATSU,2024-01-01,18095.0
1502,MITSUBISHI MOTORS,2024-01-01,14006.0
1503,SUZUKI,2024-01-01,11926.0
1504,HONDA,2024-01-01,10318.0
1505,HYUNDAI - HMMI,2024-01-01,1900.0
1506,ISUZU,2024-01-01,4350.0
1507,MITSUBISHI FUSO,2024-01-01,4520.0
1508,HINO,2024-01-01,2201.0
1509,WULING,2024-01-01,2755.0
1510,DFSK,2024-01-01,270.0
1511,MERCEDES-BENZ PC,2024-01-01,145.0
1512,B M W,2024-01-01,189.0
1513,UD TRUCK,2024-01-01,171.0
1514,MERCEDES-BENZ CV,2024-01-01,128.0
1515,HYUNDAI HIM,2024-01-01,
1516,MINI,2024-01-01,44.0
1517,DATSUN,2024-01-01,
1518,BRAND,2024-01-01,
1519,TOYOTA,2024-02-01,46145.0
1520,DAIHATSU,2024-02-01,15037.0
1521,MITSUBISHI MOTORS,2024-02-01,13801.0
1522,SUZUKI,2024-02-01,11259.0
1523,HONDA,2024-02-01,12066.0
1524,HYUNDAI - HMMI,2024-02-01,4403.0
1525,ISUZU,2024-02-01,4200.0
1526,MITSUBISHI FUSO,2024-02-01,2935.0
1527,HINO,2024-02-01,1800.0
1528,WULING,2024-02-01,2302.0
1529,DFSK,2024-02-01,350.0
1530,MERCEDES-BENZ PC,2024-02-01,138.0
1531,B M W,2024-02-01,236.0
1532,UD TRUCK,2024-02-01,157.0
1533,MERCEDES-BENZ CV,2024-02-01,101.0
1534,HYUNDAI HIM,2024-02-01,
1535,MINI,2024-02-01,40.0
1536,DATSUN,2024-02-01,
1537,BRAND,2024-02-01,
1538,TOYOTA,2024-03-01,59156.0
1539,DAIHATSU,2024-03-01,17464.0
1540,MITSUBISHI MOTORS,2024-03-01,14652.0
1541,SUZUKI,2024-03-01,14160.0
1542,HONDA,2024-03-01,12441.0
1543,HYUNDAI - HMMI,2024-03-01,4700.0
1544,ISUZU,2024-03-01,4004.0
1545,MITSUBISHI FUSO,2024-03-01,4289.0
1546,HINO,2024-03-01,2224.0
1547,WULING,2024-03-01,2754.0
1548,DFSK,2024-03-01,397.0
1549,MERCEDES-BENZ PC,2024-03-01,180.0
1550,B M W,2024-03-01,182.0
1551,UD TRUCK,2024-03-01,185.0
1552,MERCEDES-BENZ CV,2024-03-01,93.0
1553,HYUNDAI HIM,2024-03-01,83.0
1554,MINI,2024-03-01,24.0
1555,DATSUN,2024-03-01,
1556,BRAND,2024-03-01,
1557,TOYOTA,2024-04-01,47033.0
1558,DAIHATSU,2024-04-01,15539.0
1559,MITSUBISHI MOTORS,2024-04-01,4610.0
1560,SUZUKI,2024-04-01,10341.0
1561,HONDA,2024-04-01,9863.0
1562,HYUNDAI - HMMI,2024-04-01,4400.0
1563,ISUZU,2024-04-01,2582.0
1564,MITSUBISHI FUSO,2024-04-01,942.0
1565,HINO,2024-04-01,2461.0
1566,WULING,2024-04-01,2084.0
1567,DFSK,2024-04-01,60.0
1568,MERCEDES-BENZ PC,2024-04-01,180.0
1569,B M W,2024-04-01,172.0
1570,UD TRUCK,2024-04-01,56.0
1571,MERCEDES-BENZ CV,2024-04-01,68.0
1572,HYUNDAI HIM,2024-04-01,126.0
1573,MINI,2024-04-01,28.0
1574,DATSUN,2024-04-01,
1575,BRAND,2024-04-01,
1576,TOYOTA,2024-05-01,26952.0
1577,DAIHATSU,2024-05-01,6978.0
1578,MITSUBISHI MOTORS,2024-05-01,6960.0
1579,SUZUKI,2024-05-01,10118.0
1580,HONDA,2024-05-01,8145.0
1581,HYUNDAI - HMMI,2024-05-01,4479.0
1582,ISUZU,2024-05-01,2161.0
1583,MITSUBISHI FUSO,2024-05-01,2014.0
1584,HINO,2024-05-01,2127.0
1585,WULING,2024-05-01,1553.0
1586,DFSK,2024-05-01,200.0
1587,MERCEDES-BENZ PC,2024-05-01,140.0
1588,B M W,2024-05-01,180.0
1589,UD TRUCK,2024-05-01,42.0
1590,MERCEDES-BENZ CV,2024-05-01,69.0
1591,HYUNDAI HIM,2024-05-01,83.0
1592,MINI,2024-05-01,20.0
1593,DATSUN,2024-05-01,
1594,BRAND,2024-05-01,
1595,TOYOTA,2024-06-01,49489.0
1596,DAIHATSU,2024-06-01,16827.0
1597,MITSUBISHI MOTORS,2024-06-01,12342.0
1598,SUZUKI,2024-06-01,13641.0
1599,HONDA,2024-06-01,9013.0
1600,HYUNDAI - HMMI,2024-06-01,6036.0
1601,ISUZU,2024-06-01,3600.0
1602,MITSUBISHI FUSO,2024-06-01,2494.0
1603,HINO,2024-06-01,3083.0
1604,WULING,2024-06-01,1237.0
1605,DFSK,2024-06-01,250.0
1606,MERCEDES-BENZ PC,2024-06-01,294.0
1607,B M W,2024-06-01,257.0
1608,UD TRUCK,2024-06-01,26.0
1609,MERCEDES-BENZ CV,2024-06-01,39.0
1610,HYUNDAI HIM,2024-06-01,108.0
1611,MINI,2024-06-01,28.0
1612,DATSUN,2024-06-01,
1613,BRAND,2024-06-01,
1614,TOYOTA,2024-07-01,47740.0
1615,DAIHATSU,2024-07-01,15875.0
1616,MITSUBISHI MOTORS,2024-07-01,15908.0
1617,SUZUKI,2024-07-01,11927.0
1618,HONDA,2024-07-01,9233.0
1619,HYUNDAI - HMMI,2024-07-01,6015.0
1620,ISUZU,2024-07-01,3749.0
1621,MITSUBISHI FUSO,2024-07-01,3180.0
1622,HINO,2024-07-01,3039.0
1623,WULING,2024-07-01,929.0
1624,DFSK,2024-07-01,265.0
1625,MERCEDES-BENZ PC,2024-07-01,301.0
1626,B M W,2024-07-01,228.0
1627,UD TRUCK,2024-07-01,
1628,MERCEDES-BENZ CV,2024-07-01,42.0
1629,HYUNDAI HIM,2024-07-01,80.0
1630,MINI,2024-07-01,22.0
1631,DATSUN,2024-07-01,
1632,BRAND,2024-07-01,
1633,TOYOTA,2024-08-01,56488.0
1634,DAIHATSU,2024-08-01,15211.0
1635,MITSUBISHI MOTORS,2024-08-01,16422.0
1636,SUZUKI,2024-08-01,12947.0
1637,HONDA,2024-08-01,10579.0
1638,HYUNDAI - HMMI,2024-08-01,12010.0
1639,ISUZU,2024-08-01,4009.0
1640,MITSUBISHI FUSO,2024-08-01,4056.0
1641,HINO,2024-08-01,3073.0
1642,WULING,2024-08-01,2927.0
1643,DFSK,2024-08-01,300.0
1644,MERCEDES-BENZ PC,2024-08-01,300.0
1645,B M W,2024-08-01,289.0
1646,UD TRUCK,2024-08-01,144.0
1647,MERCEDES-BENZ CV,2024-08-01,75.0
1648,HYUNDAI HIM,2024-08-01,20.0
1649,MINI,2024-08-01,41.0
1650,DATSUN,2024-08-01,
1651,BRAND,2024-08-01,
1652,TOYOTA,2024-09-01,59372.0
1653,DAIHATSU,2024-09-01,18602.0
1654,MITSUBISHI MOTORS,2024-09-01,14967.0
1655,SUZUKI,2024-09-01,11055.0
1656,HONDA,2024-09-01,13300.0
1657,HYUNDAI - HMMI,2024-09-01,12230.0
1658,ISUZU,2024-09-01,4158.0
1659,MITSUBISHI FUSO,2024-09-01,3876.0
1660,HINO,2024-09-01,3259.0
1661,WULING,2024-09-01,3193.0
1662,DFSK,2024-09-01,150.0
1663,MERCEDES-BENZ PC,2024-09-01,296.0
1664,B M W,2024-09-01,184.0
1665,UD TRUCK,2024-09-01,191.0
1666,MERCEDES-BENZ CV,2024-09-01,99.0
1667,HYUNDAI HIM,2024-09-01,20.0
1668,MINI,2024-09-01,6.0
1669,DATSUN,2024-09-01,
1670,BRAND,2024-09-01,
1671,TOYOTA,2024-10-01,59012.0
1672,DAIHATSU,2024-10-01,17290.0
1673,MITSUBISHI MOTORS,2024-10-01,12383.0
1674,SUZUKI,2024-10-01,11230.0
1675,HONDA,2024-10-01,10185.0
1676,HYUNDAI - HMMI,2024-10-01,10063.0
1677,ISUZU,2024-10-01,4002.0
1678,MITSUBISHI FUSO,2024-10-01,3372.0
1679,HINO,2024-10-01,3278.0
1680,WULING,2024-10-01,3633.0
1681,DFSK,2024-10-01,200.0
1682,MERCEDES-BENZ PC,2024-10-01,213.0
1683,B M W,2024-10-01,172.0
1684,UD TRUCK,2024-10-01,207.0
1685,MERCEDES-BENZ CV,2024-10-01,186.0
1686,HYUNDAI HIM,2024-10-01,68.0
1687,MINI,2024-10-01,48.0
1688,DATSUN,2024-10-01,
1689,BRAND,2024-10-01,
1690,TOYOTA,2024-11-01,49184.0
1691,DAIHATSU,2024-11-01,20915.0
1692,MITSUBISHI MOTORS,2024-11-01,15484.0
1693,SUZUKI,2024-11-01,12041.0
1694,HONDA,2024-11-01,12629.0
1695,HYUNDAI - HMMI,2024-11-01,9840.0
1696,ISUZU,2024-11-01,4062.0
1697,MITSUBISHI FUSO,2024-11-01,3312.0
1698,HINO,2024-11-01,3354.0
1699,WULING,2024-11-01,3268.0
1700,DFSK,2024-11-01,150.0
1701,MERCEDES-BENZ PC,2024-11-01,273.0
1702,B M W,2024-11-01,176.0
1703,UD TRUCK,2024-11-01,210.0
1704,MERCEDES-BENZ CV,2024-11-01,168.0
1705,HYUNDAI HIM,2024-11-01,11.0
1706,MINI,2024-11-01,24.0
1707,DATSUN,2024-11-01,
1708,BRAND,2024-11-01,
1709,TOYOTA,2024-12-01,53434.0
1710,DAIHATSU,2024-12-01,24125.0
1711,MITSUBISHI MOTORS,2024-12-01,11567.0
1712,SUZUKI,2024-12-01,10590.0
1713,HONDA,2024-12-01,13326.0
1714,HYUNDAI - HMMI,2024-12-01,6340.0
1715,ISUZU,2024-12-01,3817.0
1716,MITSUBISHI FUSO,2024-12-01,3324.0
1717,HINO,2024-12-01,2671.0
1718,WULING,2024-12-01,3806.0
1719,DFSK,2024-12-01,307.0
1720,MERCEDES-BENZ PC,2024-12-01,284.0
1721,B M W,2024-12-01,197.0
1722,UD TRUCK,2024-12-01,154.0
1723,MERCEDES-BENZ CV,2024-12-01,119.0
1724,HYUNDAI HIM,2024-12-01,117.0
1725,MINI,2024-12-01,23.0
1726,DATSUN,2024-12-01,
1727,BRAND,2024-12-01,
1728,DAIHATSU,2025-01-01,12172.0
1729,TOYOTA,2025-01-01,6747.0
1730,MITSUBISHI MOTORS,2025-01-01,1919.0
1731,SUZUKI,2025-01-01,3224.0
1732,HYUNDAI - HMMI,2025-01-01,
1733,HONDA,2025-01-01,330.0
1734,ISUZU,2025-01-01,520.0
1735,HINO,2025-01-01,105.0
1736,HYUNDAI - HIM,2025-01-01,
1737,DFSK,2025-01-01,
1738,WULING,2025-01-01,7.0
1739,TOYOTA,2025-01-01,3850.0
1740,MITSUBISHI MOTORS,2025-01-01,600.0
1741,SUZUKI,2025-01-01,1824.0
1742,DFSK,2025-01-01,85.0
1743,WULING,2025-01-01,
1744,ISUZU,2025-01-01,
1745,TOYOTA,2025-01-01,7594446.0
1746,HONDA,2025-01-01,1322607.0
1747,HINO,2025-01-01,141394.0
1748,SUZUKI,2025-01-01,12046.0
1749,BRAND,2025-01-01,
1750,DAIHATSU,2025-02-01,11387.0
1751,TOYOTA,2025-02-01,11632.0
1752,MITSUBISHI MOTORS,2025-02-01,2180.0
1753,SUZUKI,2025-02-01,4137.0
1754,HYUNDAI - HMMI,2025-02-01,853.0
1755,HONDA,2025-02-01,330.0
1756,ISUZU,2025-02-01,446.0
1757,HINO,2025-02-01,45.0
1758,HYUNDAI - HIM,2025-02-01,
1759,DFSK,2025-02-01,13.0
1760,WULING,2025-02-01,
1761,TOYOTA,2025-02-01,1250.0
1762,MITSUBISHI MOTORS,2025-02-01,1770.0
1763,SUZUKI,2025-02-01,2880.0
1764,DFSK,2025-02-01,249.0
1765,WULING,2025-02-01,30.0
1766,ISUZU,2025-02-01,
1767,TOYOTA,2025-02-01,4321450.0
1768,HONDA,2025-02-01,944034.0
1769,HINO,2025-02-01,166133.0
1770,SUZUKI,2025-02-01,12844.0
1771,BRAND,2025-02-01,
1772,DAIHATSU,2025-03-01,13874.0
1773,TOYOTA,2025-03-01,13936.0
1774,MITSUBISHI MOTORS,2025-03-01,4130.0
1775,SUZUKI,2025-03-01,4551.0
1776,HYUNDAI - HMMI,2025-03-01,1946.0
1777,HONDA,2025-03-01,450.0
1778,ISUZU,2025-03-01,672.0
1779,HINO,2025-03-01,
1780,HYUNDAI - HIM,2025-03-01,34.0
1781,DFSK,2025-03-01,80.0
1782,WULING,2025-03-01,
1783,TOYOTA,2025-03-01,4050.0
1784,MITSUBISHI MOTORS,2025-03-01,1350.0
1785,SUZUKI,2025-03-01,3072.0
1786,DFSK,2025-03-01,60.0
1787,WULING,2025-03-01,
1788,ISUZU,2025-03-01,
1789,TOYOTA,2025-03-01,9636974.0
1790,HONDA,2025-03-01,1267295.0
1791,HINO,2025-03-01,151591.0
1792,SUZUKI,2025-03-01,14136.0
1793,BRAND,2025-03-01,
1794,DAIHATSU,2025-04-01,12022.0
1795,TOYOTA,2025-04-01,13886.0
1796,MITSUBISHI MOTORS,2025-04-01,2482.0
1797,SUZUKI,2025-04-01,4024.0
1798,HYUNDAI - HMMI,2025-04-01,2611.0
1799,HONDA,2025-04-01,330.0
1800,ISUZU,2025-04-01,690.0
1801,HINO,2025-04-01,15.0
1802,HYUNDAI - HIM,2025-04-01,120.0
1803,DFSK,2025-04-01,31.0
1804,WULING,2025-04-01,
1805,TOYOTA,2025-04-01,5320.0
1806,MITSUBISHI MOTORS,2025-04-01,2820.0
1807,SUZUKI,2025-04-01,2064.0
1808,DFSK,2025-04-01,39.0
1809,WULING,2025-04-01,
1810,ISUZU,2025-04-01,
1811,TOYOTA,2025-04-01,12053697.0
1812,HONDA,2025-04-01,1073604.0
1813,HINO,2025-04-01,214799.0
1814,SUZUKI,2025-04-01,13351.0
1815,BRAND,2025-04-01,
1816,DAIHATSU,2025-05-01,9265.0
1817,TOYOTA,2025-05-01,6369.0
1818,MITSUBISHI MOTORS,2025-05-01,2360.0
1819,SUZUKI,2025-05-01,4282.0
1820,HYUNDAI - HMMI,2025-05-01,3099.0
1821,HONDA,2025-05-01,300.0
1822,ISUZU,2025-05-01,503.0
1823,HINO,2025-05-01,44.0
1824,HYUNDAI - HIM,2025-05-01,90.0
1825,DFSK,2025-05-01,116.0
1826,WULING,2025-05-01,
1827,TOYOTA,2025-05-01,3840.0
1828,MITSUBISHI MOTORS,2025-05-01,3630.0
1829,SUZUKI,2025-05-01,2064.0
1830,DFSK,2025-05-01,
1831,WULING,2025-05-01,
1832,ISUZU,2025-05-01,
1833,TOYOTA,2025-05-01,10841409.0
1834,HONDA,2025-05-01,674271.0
1835,HINO,2025-05-01,151392.0
1836,SUZUKI,2025-05-01,10911.0
1837,BRAND,2025-05-01,
1838,DAIHATSU,2025-06-01,10443.0
1839,TOYOTA,2025-06-01,12072.0
1840,MITSUBISHI MOTORS,2025-06-01,7248.0
1841,SUZUKI,2025-06-01,4541.0
1842,HYUNDAI - HMMI,2025-06-01,4043.0
1843,HONDA,2025-06-01,600.0
1844,ISUZU,2025-06-01,684.0
1845,HINO,2025-06-01,193.0
1846,HYUNDAI - HIM,2025-06-01,120.0
1847,DFSK,2025-06-01,8.0
1848,WULING,2025-06-01,
1849,TOYOTA,2025-06-01,4480.0
1850,MITSUBISHI MOTORS,2025-06-01,4800.0
1851,SUZUKI,2025-06-01,1824.0
1852,DFSK,2025-06-01,18.0
1853,WULING,2025-06-01,
1854,ISUZU,2025-06-01,
1855,TOYOTA,2025-06-01,8984065.0
1856,HONDA,2025-06-01,867219.0
1857,HINO,2025-06-01,411086.0
1858,SUZUKI,2025-06-01,8248.0
1859,BRAND,2025-06-01,
1860,DAIHATSU,2025-07-01,12666.0
1861,TOYOTA,2025-07-01,11864.0
1862,MITSUBISHI MOTORS,2025-07-01,8457.0
1863,SUZUKI,2025-07-01,4153.0
1864,HYUNDAI - HMMI,2025-07-01,5165.0
1865,HONDA,2025-07-01,840.0
1866,ISUZU,2025-07-01,577.0
1867,HINO,2025-07-01,52.0
1868,HYUNDAI - HIM,2025-07-01,120.0
1869,DFSK,2025-07-01,20.0
1870,WULING,2025-07-01,
1871,TOYOTA,2025-07-01,2600.0
1872,MITSUBISHI MOTORS,2025-07-01,5640.0
1873,SUZUKI,2025-07-01,1104.0
1874,DFSK,2025-07-01,
1875,WULING,2025-07-01,
1876,ISUZU,2025-07-01,
1877,TOYOTA,2025-07-01,14125841.0
1878,HONDA,2025-07-01,1068252.0
1879,HINO,2025-07-01,319843.0
1880,SUZUKI,2025-07-01,14446.0
1881,BRAND,2025-07-01,
1882,DAIHATSU,2025-08-01,14441.0
1883,TOYOTA,2025-08-01,12201.0
1884,MITSUBISHI MOTORS,2025-08-01,6560.0
1885,SUZUKI,2025-08-01,3411.0
1886,HYUNDAI - HMMI,2025-08-01,5413.0
1887,HONDA,2025-08-01,630.0
1888,ISUZU,2025-08-01,972.0
1889,HINO,2025-08-01,80.0
1890,HYUNDAI - HIM,2025-08-01,
1891,DFSK,2025-08-01,
1892,WULING,2025-08-01,
1893,TOYOTA,2025-08-01,2880.0
1894,MITSUBISHI MOTORS,2025-08-01,4740.0
1895,SUZUKI,2025-08-01,240.0
1896,DFSK,2025-08-01,9.0
1897,WULING,2025-08-01,
1898,ISUZU,2025-08-01,
1899,TOYOTA,2025-08-01,32789174.0
1900,HONDA,2025-08-01,1409775.0
